fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,05,BIHAR,0549,KAIMUR (BHABUA),2513581,254.79681284385,33,441,1951.317023692,4651,1,11535,2624509,661506,59243,137781,11140,64.81141,8703.293718492,79358,90935,157087,206602,44,335599,432363,16186,6687.1652848,1265541,39,66.26,86.73,101.5,NA
2025-2026,Sep,05,BIHAR,0503,BHOJPUR,2390262,260.876634361428,34,74,1568.279975968,11237,1,27139,2982798,450354,43658,23741,2366,84.45543,9434.158438168,87622,93016,188040,212557,58,637787,879291,38376,7781.4230322,1468608,78,39.36,66.59,100.44,NA
2025-2026,Sep,05,BIHAR,0505,AURANAGABAD,4372606,258.10034578204,36,169,3897.33820068502,14398,2,21587,4463997,1073531,102733,39558,2830,106.28729,15525.2171833849,121327,133731,253349,321789,200,569983,733253,35985,11521.5916926999,2338828,55,37.49,66.39,100.48,NA
2025-2026,Sep,05,BIHAR,0546,LAKHISARAI,2071818,247.040439826379,33,54,1353.332680962,2881,4,12727,2906124,410762,26226,42956,2922,44.77124,8577.40543246197,85510,92337,126314,149696,36,241041,288636,15608,7179.30151149997,1555436,65,42.72,70.8,100.26,NA
2025-2026,Sep,05,BIHAR,0547,Sheikhpura ,991035,239.544614000941,32,185,903.02405607,2700,5,6912,1002904,143431,14709,4720,298,33.2003,3338.62687167,30399,31685,62895,69926,21,144370,157491,9612,2402.4025156,550552,59,25.64,69.01,100.93,NA
2025-2026,Sep,05,BIHAR,0548,BUXAR ,2599289,249.597770210923,32,71,3561.70662127099,7257,6,14307,2557058,591089,42226,80144,5542,62.64286,10006.709232271,79496,82955,148023,161429,41,343170,371621,21564,6382.35975100001,1327550,67,75.2,80.9,100.34,NA
2025-2026,Sep,05,BIHAR,0549,KAIMUR (BHABUA),2513581,254.534209400373,33,441,1951.317023692,4514,1,11487,2621896,660402,59236,137755,11140,64.81141,8689.750688592,79311,90887,157052,206558,44,335545,432269,16001,6673.6222549,1264217,38,66.31,86.82,101.49,NA
2025-2026,Oct,05,BIHAR,0512,PASHCHIM CHAMPARAN,4354176,258.005583119299,32,189,3946.97277742601,15310,8,33499,4140302,360832,37662,326347,30886,84.45926,14713.642355426,127095,146347,290008,374593,71,826543,1040431,48809,10682.210318,2258068,59,35.09,57.65,104.1,NA
2025-2026,Oct,05,BIHAR,0516,VAISHALI,4854664,245.870672930066,32,100,5734.27011745298,20741,12,42267,4502028,799140,64255,31520,1859,131.8286,16935.265256553,137960,140832,280665,293775,41,837119,868198,63008,11069.1665391,2695278,87,71.52,58.48,102.36,NA
2025-2026,Oct,05,BIHAR,0522,MADHEPURA,2746960,251.907259813724,34,94,3152.38918948499,11144,10,24690,2647466,465780,52411,28477,2581,103.01193,9924.56017458499,77828,89365,183002,246480,52,495641,686915,35834,6669.1590551,1535850,86,37.56,55.22,100.23,NA
2025-2026,Oct,05,BIHAR,0526,MUNGER,3434274,245.872802487712,36,302,3529.884004868,4738,5,13565,3179468,329904,18895,85603,4286,50.54484,11397.875920668,86079,92862,136705,160692,34,250034,294004,18303,7817.44707579999,1649919,60,49.86,61.08,100.12,NA
2025-2026,Oct,05,BIHAR,0543,SHEOHAR,1145503,249.752239014969,33,13,1120.966172009,3543,0,11028,1094785,155369,14875,787,97,15.08026,3870.29648190902,32546,40672,69856,98783,121,166312,221455,14571,2734.25004990003,598562,74,49.66,52.88,101.45,NA
2025-2026,Oct,05,BIHAR,0549,KAIMUR (BHABUA),2752199,254.907279401579,33,445,1951.607943692,4811,1,12006,2663675,672718,59351,138667,11157,64.81141,8806.320828292,80124,91835,157477,207170,45,335989,432910,16817,6789.9014746,1280994,39,66.49,86.64,101.66,NA
2025-2026,Oct,05,BIHAR,0501,PATNA,3178565,251.194345270092,34,170,3652.57872356999,8709,4,27558,3514159,487487,44720,14379,1225,90.66296,12570.61037537,102358,106470,222885,246855,21,744109,819378,36267,8827.3686918,1888995,60,37.27,59.28,101.62,NA
2025-2026,Oct,05,BIHAR,0502,NALANDA,5660141,243.929783939586,38,386,6294.21330862399,11703,1,26556,6323000,1492456,94063,16121,922,90.67453,21808.568077124,165777,182862,283476,350454,238,594283,811430,38259,15423.6802385,3433346,45,38,70.93,100.46,NA
2025-2026,Oct,05,BIHAR,0512,PASHCHIM CHAMPARAN,4354176,256.527510262168,32,192,3946.97277742601,15405,8,33444,4176749,364120,37735,328130,30913,84.45926,14745.942257026,128108,147526,290758,375688,73,826546,1040443,48849,10714.5102196,2281221,59,35.13,57.5,104.09,NA
2025-2026,Oct,05,BIHAR,0514,SITAMARHI,4594260,258.357221553793,35,163,4464.31531180998,17792,14,40067,3770863,744090,90428,20263,2796,93.87138,14300.48356721,106438,117358,276837,336661,73,801690,995907,57859,9742.29687540001,2197209,82,44.27,49.69,102.74,NA
2025-2026,Oct,05,BIHAR,0516,VAISHALI,4854664,244.728975250178,32,107,5734.27011745298,20784,12,42340,4540962,801491,64328,31671,1865,131.8286,16979.148486553,139902,142957,282470,295910,41,837195,868288,63124,11113.0497691,2722116,87,71.15,58.04,102.38,NA
2025-2026,Oct,05,BIHAR,0519,DARBHANGA,4985964,251.340425285004,29,1155,5802.01990070698,11849,21,38131,4748886,918331,76119,13979,1052,204.61873,17942.508899407,163195,171362,336420,379180,28,936375,1035066,49980,11935.8702687,3012707,71,33.13,42.88,104.24,NA
2025-2026,Oct,05,BIHAR,0526,MUNGER,3434274,245.794901320208,36,302,3529.884004868,4743,5,13599,3186468,330143,18894,85729,4285,50.54484,11412.604721068,86245,93040,136817,160869,34,250035,294005,18342,7832.17587619999,1654653,60,49.84,61.04,100.12,NA
2025-2026,Oct,05,BIHAR,0541,ARARIA,3916841,253.379625500687,36,117,5466.70684229,30180,7,36715,4251650,271468,49464,27244,4903,80.92332,16320.44500989,115522,135539,286136,387255,165,775423,1068579,66895,10772.8148476,2715145,83,23.18,27.46,100.15,NA
2025-2026,Oct,05,BIHAR,0544,SUPAUL,2661191,260.627996606539,37,108,2456.37405782,15957,7,24339,3076505,519545,68491,11544,1714,67.36606,10541.97346482,81870,102709,188302,282098,102,553456,822371,40296,8018.233347,1876920,85,20.62,37.14,100.64,NA
2025-2026,Oct,05,BIHAR,0548,BUXAR ,2732213,249.609137693455,32,71,3561.81112127099,7394,6,14499,2572635,593092,42246,80434,5544,62.64286,10045.986020771,79619,83089,148137,161569,46,344133,372779,21893,6421.53203950001,1334864,68,75.1,80.77,100.36,NA
2025-2026,Oct,05,BIHAR,0551,ARWAL,1223700,250.090589482547,30,158,1271.712219455,4145,1,8257,1529952,179862,16089,6537,603,35.99714,5133.97533505502,49647,53823,90167,104074,38,184983,211913,12402,3826.26597560002,812701,62,48.25,64.29,103.25,NA
2025-2026,Oct,05,BIHAR,0501,PATNA,3178565,251.079702040828,34,170,3652.57872356999,8753,4,27554,3518670,487679,44722,14380,1227,90.66296,12577.90783537,102405,106518,222935,246914,21,744121,819391,36307,8834.6661518,1891437,60,37.24,59.23,101.62,NA
2025-2026,Oct,05,BIHAR,0506,JEHANABAD,2570552,239.255417837314,41,194,1818.373481318,2955,5,9028,3876054,1159202,52295,31562,1144,41.37003,11133.4127046179,94370,113900,126115,168612,162,231844,310710,11983,9273.66919329992,2123359,44,29.18,91.41,100.39,NA
2025-2026,Oct,05,BIHAR,0512,PASHCHIM CHAMPARAN,4354176,255.980535942877,32,195,3946.97277742601,15500,8,33446,4203545,365807,37771,329276,30916,84.45926,14791.689057026,128756,148392,291157,376342,75,826600,1040513,48946,10760.2570196,2296362,59,35.13,57.36,104.1,NA
2025-2026,Oct,05,BIHAR,0513,PURBI CHAMPARAN,7630992,249.454375606906,37,228,7502.72145131499,36964,15,56446,9129289,1224818,100229,128756,9638,101.95224,30378.084563615,241549,260797,472948,578674,348,1216859,1544141,93410,22773.4108723,5629978,73,43.11,49.92,102.67,NA
2025-2026,Oct,05,BIHAR,0515,MUZAFFARPUR,5327067,253.289916631488,34,237,5645.78934147604,7830,22,30305,5915063,1013751,74733,67444,4275,212.08744,20840.134922876,171964,195181,323518,406754,87,908987,1170826,38135,14982.2581414,3278943,68,46.63,78.73,103.09,NA
2025-2026,Oct,05,BIHAR,0523,PURNIA,4923522,253.178548015324,32,51,5408.60301734002,15562,11,38672,3891997,353863,43991,68353,9000,86.26852,15348.57303074,118668,133914,264220,355329,201,662213,907135,54234,9853.70149339998,2532336,88,39.67,38.02,101.63,NA
2025-2026,Oct,05,BIHAR,0526,MUNGER,3434274,245.862797475429,36,302,3529.884004868,4745,5,13677,3186759,330135,18894,85729,4285,50.54484,11415.483671068,86250,93047,136825,160882,34,250035,294007,18422,7835.05482619999,1654957,60,49.84,61.03,100.12,NA
2025-2026,Oct,05,BIHAR,0549,KAIMUR (BHABUA),2752199,254.419023443014,33,446,1951.607943692,4842,1,12048,2691804,679757,59442,139438,11169,64.81141,8864.880803492,80681,92529,157848,207716,46,336008,432932,16890,6848.4614498,1292535,39,66.53,86.46,101.66,NA
2025-2026,Oct,05,BIHAR,0501,PATNA,3178565,251.071057108058,34,170,3652.57872356999,8685,4,27540,3506633,487156,44717,14358,1225,90.66296,12547.38222557,102266,106377,222833,246781,21,744091,819348,36225,8804.140542,1885929,60,37.21,59.27,101.62,NA
2025-2026,Oct,05,BIHAR,0502,NALANDA,5660141,243.754597702115,38,385,6294.213308624,11670,1,26522,6308410,1490243,94024,16059,922,90.67453,21761.927255524,165403,182478,283106,349981,237,594281,811428,38192,15377.0394169,3424705,45,38.03,71.04,100.37,NA
2025-2026,Oct,05,BIHAR,0507,GAYA,8448748,266.35452090697,30,303,6073.420686962,16731,8,48107,7116718,1786655,171342,54206,4149,111.02935,25140.1501701621,236393,247673,465620,520956,66,1097774,1390800,64838,18955.7001332001,4057904,43,52.19,85.6,101.35,NA
2025-2026,Oct,05,BIHAR,0517,BEGUSARAI,2539269,259.62373964441,43,57,2517.9284933,20068,40,31818,2935854,190069,29096,2852,335,117.45335,10257.5557886,67828,72804,174223,218170,115,611259,770948,51886,7622.1739453,1980782,84,21.2,25.92,103.13,NA
2025-2026,Oct,05,BIHAR,0522,MADHEPURA,2746960,251.626146477469,34,94,3152.38918948499,11144,10,24697,2655207,466383,52414,28535,2581,103.01193,9936.59617458499,77914,89462,183049,246551,52,495644,686921,35841,6681.1950551,1539562,86,37.56,55.18,100.23,NA
2025-2026,Oct,05,BIHAR,0526,MUNGER,3434274,245.827255885508,36,302,3529.884004868,4741,5,13562,3183752,330017,18898,85715,4287,50.54484,11406.959020668,86170,92959,136773,160791,34,250034,294004,18303,7826.53017579999,1652585,60,49.85,61.06,100.12,NA
2025-2026,Oct,05,BIHAR,0542,KISHANGANJ,4342372,252.173023509145,37,151,2023.4543174,18768,0,21094,4513818,279904,21610,81133,7309,55.70482,13461.7904637,118927,129283,206430,248111,580,375680,481375,39862,11382.6313263,3111173,81,12.01,41,100.02,NA
2025-2026,Oct,05,BIHAR,0547,Sheikhpura ,1047838,240.941135600743,33,189,904.06300607,2968,5,7936,1047745,147847,14803,4800,298,33.2003,3461.71200727,31730,33049,63985,71241,27,144503,157692,10904,2524.4487012,576968,63,25.51,66.46,101.04,NA
2025-2026,Oct,05,BIHAR,0551,ARWAL,1223700,250.091114366449,30,158,1271.712219455,4120,1,8275,1527065,179407,16083,6521,603,35.99714,5126.76323505502,49629,53802,90149,104055,37,184980,211910,12395,3819.05387560002,811578,62,48.28,64.34,103.25,NA
2025-2026,Sep,05,BIHAR,0512,PASHCHIM CHAMPARAN,4075057,257.996586617556,32,189,3946.97277742601,15264,8,33490,4137585,360653,37646,326296,30886,84.45926,14706.260105826,127086,146335,289960,374522,71,826540,1040420,48754,10674.8280684,2256960,59,35.09,57.66,104.1,NA
2025-2026,Sep,05,BIHAR,0551,ARWAL,1157642,250.102218582487,30,158,1271.712219455,4102,1,8290,1526362,179407,16082,6521,603,35.99714,5125.17458505502,49629,53802,90147,104053,37,184977,211907,12392,3817.46522560002,811365,62,48.37,64.46,103.26,NA
2025-2026,Sep,05,BIHAR,0507,GAYA,7843107,266.266686235625,30,303,6073.420686962,16613,8,48183,7079580,1780470,171304,53955,4146,111.02935,25035.0131023621,235794,247022,465412,520665,65,1097767,1390790,64796,18850.5630654001,4035477,43,52.21,85.82,101.35,NA
2025-2026,Oct,05,BIHAR,0501,PATNA,3178565,251.118040150693,34,170,3654.35872356999,8952,4,27480,3540711,489267,44767,14392,1227,90.66296,12636.38575417,102890,107014,223353,247416,21,744264,819582,36432,8891.3640706,1904282,60,36.97,58.82,101.61,NA
2025-2026,Oct,05,BIHAR,0507,GAYA,8448748,265.562898193961,30,303,6074.180966962,17025,8,49309,7247517,1807460,171544,55133,4160,111.02935,25431.926509262,238450,249960,467102,522775,72,1098189,1391348,66334,19246.7161923,4136753,44,51.75,84.64,101.42,NA
2025-2026,Oct,05,BIHAR,0512,PASHCHIM CHAMPARAN,4354176,257.623695483082,32,197,3950.49867742601,15931,8,33722,4291466,372368,37830,333395,30934,84.45926,15090.791237026,130544,150579,292571,378599,77,826788,1040907,49653,11055.8332996,2347534,59,35.23,56.98,104.28,NA
2025-2026,Oct,05,BIHAR,0513,PURBI CHAMPARAN,7630992,249.517712147462,38,228,7505.52175131499,38666,15,55884,9211529,1229549,100252,129251,9639,101.95224,30591.870405915,241879,261168,473253,579081,384,1235791,1566328,94550,22984.3964146,5683977,74,42.92,49.63,103.06,NA
2025-2026,Oct,05,BIHAR,0516,VAISHALI,4854664,244.373209815545,32,121,5735.48051745298,21169,12,42502,4614558,808201,64552,32029,1885,131.8286,17144.052620853,143040,146512,285427,299611,43,837509,868718,63671,11276.7435034,2770871,87,70.46,57.36,102.52,NA
2025-2026,Oct,05,BIHAR,0524,KATIHAR,5078183,256.779844336647,30,180,6020.44091607701,13043,7,33066,4604295,593970,53031,255114,20374,58.35169,17901.694139877,150798,172403,316634,409178,89,696381,934178,46109,11822.9015338,2781695,80,59.12,62.76,100.57,NA
2025-2026,Oct,05,BIHAR,0526,MUNGER,3434274,245.912892214805,37,303,3530.026404868,4954,5,13576,3197916,330564,18897,85760,4285,50.54484,11444.658971068,86296,93093,136865,160946,36,250101,294088,18530,7864.08772619999,1663354,60,49.67,60.8,100.12,NA
2025-2026,Oct,05,BIHAR,0544,SUPAUL,2661191,259.919923391228,37,115,2461.13802782,16021,7,25340,3201200,535307,68897,11940,1720,67.36606,10849.06067542,84581,106399,190676,286181,109,553661,822999,41361,8320.5565876,1954551,85,22.98,38.42,100.66,NA
2025-2026,Oct,05,BIHAR,0546,LAKHISARAI,2142938,247.625896897102,34,54,1354.535930962,3419,4,12378,2929617,411606,26222,43002,2921,44.77124,8653.79754286197,85657,92498,126426,149814,62,240051,287596,15797,7254.49037189997,1571784,66,42.6,70.43,100.31,NA
2025-2026,Oct,05,BIHAR,0504,ROHTAS,3560106,249.321443955384,33,179,3087.417515178,5704,15,20972,3703023,770624,69636,46149,5067,102.11648,12421.964408778,110334,121669,212883,265269,91,476797,601064,26676,9232.43041359998,1642472,44,39.44,80.44,103.86,NA
2025-2026,Oct,05,BIHAR,0508,NAWADA,5246646,251.872214218503,32,552,6299.25394382801,7038,5,26289,5371114,1448376,98546,31678,2909,63.15681,19890.754513828,164051,166876,317193,332288,90,678784,708170,33327,13528.34376,3083343,59,25.55,42.96,101.26,NA
2025-2026,Oct,05,BIHAR,0510,SIWAN,3398380,251.384243283418,38,151,2462.4657863,14058,11,23883,3260699,503315,37230,211540,13535,84.40998,10743.7592732,85335,88609,180893,198638,68,478049,558971,37941,8196.88350689999,2019566,84,41.36,60.05,101.21,NA
2025-2026,Oct,05,BIHAR,0518,SAMASTIPUR,7476435,254.657900632503,34,225,6766.63531563199,32522,38,51820,5796503,1104771,110137,20206,1963,199.47392,21727.362085532,170303,177975,415738,472270,88,1057962,1201027,84342,14761.2528499,3676639,65,42.79,47.01,101.85,NA
2025-2026,Oct,05,BIHAR,0519,DARBHANGA,4985964,252.202467520135,29,1163,5805.86870070698,12476,21,38962,4780885,920495,76155,13999,1058,204.61873,18067.997370007,164086,172286,337133,379992,28,936555,1035388,51438,12057.5099393,3036714,71,33,42.68,104.51,NA
2025-2026,Oct,05,BIHAR,0521,SAHARSA,6825766,257.117179622198,33,161,2769.14923590199,10542,1,25762,6426483,829761,55097,16634,1156,79.4464,19372.187474402,192713,218033,296622,369124,52,521205,649898,36304,16523.5918385,3627449,88,31.01,89.24,100.94,NA
2025-2026,Oct,05,BIHAR,0522,MADHEPURA,2746960,252.148026631752,34,94,3155.71897948499,11708,10,25010,2696856,469509,52420,28775,2582,103.01193,10058.800094585,78248,89829,183311,246910,68,495694,686998,36718,6800.0691851,1561596,86,37.22,54.53,100.23,NA
2025-2026,Oct,05,BIHAR,0524,KATIHAR,5078183,256.813790479427,30,180,6020.44091607701,13000,7,32928,4601782,593814,53027,255114,20374,58.35169,17896.803389877,150720,172309,316583,409083,88,696338,934010,45928,11818.0107838,2779997,80,59.13,62.78,100.56,NA
2025-2026,Oct,05,BIHAR,0543,SHEOHAR,1145503,250.608511688023,33,14,1121.108572009,3639,0,11915,1097149,155654,14889,808,126,15.08026,3885.73761190902,33060,41292,70309,99395,120,166330,221697,15554,2749.54877990002,600084,76,49.67,52.87,101.47,NA
2025-2026,Oct,05,BIHAR,0548,BUXAR ,2732213,249.560993466272,32,71,3562.66552127099,7475,6,14652,2585966,594534,42259,80559,5544,62.64286,10078.870821571,79939,83474,148416,162007,47,344168,372829,22127,6453.56244030001,1342588,68,74.93,80.57,100.36,NA
2025-2026,Oct,05,BIHAR,0503,BHOJPUR,2614721,260.173613087319,34,77,1569.561575968,13932,1,32898,3142523,461571,43883,24801,2378,84.45543,9830.032637168,90873,96410,190845,215756,86,638344,880335,46830,8176.0156312,1555293,81,37.85,63.68,100.52,NA
2025-2026,Oct,05,BIHAR,0506,JEHANABAD,2570552,239.292660402437,41,194,1818.373481318,3006,5,8972,3881191,1160418,52306,31589,1144,41.37003,11147.1487105179,94427,113971,126141,168645,162,231868,310739,11978,9287.40519919993,2125794,44,29.24,91.32,100.43,NA
2025-2026,Oct,05,BIHAR,0515,MUZAFFARPUR,5327067,253.926487054424,34,237,5647.92534147604,7978,22,30326,5929941,1015255,74730,67517,4274,212.08744,20917.7036471761,172109,195339,323495,406727,87,908168,1169832,38304,15057.6908657,3285299,67,46.72,78.7,103.16,NA
2025-2026,Oct,05,BIHAR,0518,SAMASTIPUR,7476435,254.326239993289,34,225,6766.63531563199,32673,38,52031,5828713,1112147,110159,20270,1963,199.47392,21790.055848532,170743,178434,415943,472527,89,1058095,1201205,84704,14823.9466129,3692767,65,43.25,47.42,101.84,NA
2025-2026,Oct,05,BIHAR,0521,SAHARSA,6825766,257.108809743622,33,161,2769.29163590199,10576,1,25736,6427548,829812,55099,16619,1156,79.4464,19374.530194402,192729,218049,296633,369140,52,521235,649940,36312,16525.7921585,3628089,88,31,89.23,100.95,NA
2025-2026,Oct,05,BIHAR,0522,MADHEPURA,2746960,252.275653628685,34,94,3156.35977948499,11899,10,24862,2699063,469733,52421,28775,2582,103.01193,10068.450534585,78266,89849,183317,246924,69,495748,687082,36761,6809.0788251,1562973,86,37.34,54.58,100.24,NA
2025-2026,Oct,05,BIHAR,0527,BHAGALPUR,3050632,261.620511922848,40,147,2440.2479602,15299,4,26234,4503999,644765,39164,161801,9369,91.6573,14315.2905009999,111980,127278,201552,252947,186,550079,765610,41533,11783.3852407999,2442032,81,52.06,61.91,103.18,NA
2025-2026,Oct,05,BIHAR,0542,KISHANGANJ,4342372,252.742097977332,38,151,2024.5935174,20747,0,19263,4566689,280468,21609,81255,7310,55.70482,13622.2439241,119070,129455,206502,248217,628,376901,482795,40010,11541.9455867,3144741,81,12.07,40.67,100.02,NA
2025-2026,Oct,05,BIHAR,0546,LAKHISARAI,2142938,247.625831073575,34,54,1354.535930962,3432,4,12375,2930625,411622,26222,43002,2921,44.77124,8656.29168286197,85660,92501,126426,149815,62,240053,287599,15807,7256.98451189997,1572360,66,42.63,70.45,100.31,NA
2025-2026,Oct,05,BIHAR,0547,Sheikhpura ,1047838,242.208161338336,33,190,908.35607607,3097,5,7973,1083016,151127,14815,4873,298,33.2003,3564.70951667,32016,33349,64203,71498,30,144531,157725,11070,2623.1531406,597039,63,25.54,64.76,101.08,NA
2025-2026,Oct,05,BIHAR,0508,NAWADA,5246646,251.987604468207,32,564,6299.39634382801,7101,5,27061,5374147,1448899,98579,31694,2909,63.15681,19904.737439728,164450,167302,317478,332641,91,679176,708702,34162,13542.1842859,3085116,60,25.54,42.95,101.29,NA
2025-2026,Oct,05,BIHAR,0511,GOPALGANJ,2445204,259.598667919449,36,130,2079.80531255599,8137,4,18496,2223319,245607,21772,90738,6530,41.45464,7892.966460156,60528,64661,127440,152842,88,354407,416092,26633,5771.7065076,1278841,56,45.94,63.44,100.06,NA
2025-2026,Oct,05,BIHAR,0541,ARARIA,3916841,253.670075160979,37,119,5468.70044229,31580,7,40132,4485173,280074,49717,28481,4942,80.92332,16927.1654824899,120597,142416,290226,394414,179,779026,1075558,71712,11377.5417201999,2852902,84,23.92,27.92,100.16,NA
2025-2026,Oct,05,BIHAR,0550,JAMUI,4912835,249.356815252885,29,236,3931.52881379999,8448,1,19718,4908396,1088321,78813,208535,18446,73.04291,16243.9916694,166438,195648,260694,349212,28,461140,628475,28166,12239.4199456,2685837,66,37.24,91.11,102.23,NA
2025-2026,Oct,05,BIHAR,0551,ARWAL,1223700,250.326387470449,31,158,1272.495419455,4355,1,8124,1541795,180707,16100,6536,603,35.99714,5168.01228515501,49714,53897,90191,104102,43,185045,211998,12479,3859.51972570002,817900,62,48.03,63.89,103.27,NA
2025-2026,Oct,05,BIHAR,0505,AURANAGABAD,4567764,257.84506652924,37,172,3898.17886068502,15428,2,22845,4621051,1103685,103023,40742,2867,106.28729,15919.6181759851,123820,136763,255093,324539,254,570971,735195,38273,11915.1520253001,2413766,57,37.61,65.2,100.71,NA
2025-2026,Oct,05,BIHAR,0506,JEHANABAD,2570552,239.35330515848,41,194,1818.373481318,3008,5,8984,3882422,1160701,52308,31597,1144,41.37003,11152.448888518,94432,113976,126143,168650,162,231871,310746,11992,9292.70537719995,2126190,44,29.26,91.32,100.44,NA
2025-2026,Oct,05,BIHAR,0512,PASHCHIM CHAMPARAN,4354176,258.156971019539,33,198,3950.49867742601,16177,8,33791,4330642,375587,37833,336089,30933,84.45926,15214.812150326,130639,150727,292564,378673,78,827798,1042304,49968,11179.8542129,2371432,59,35.14,56.68,104.39,NA
