fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,05,BIHAR,0518,SAMASTIPUR,1430898,860.496969786578,8,22,0,2831,61,57279,77780,7283,104553,117,1820,0,669.2945431,9607,9901,383314,435668,0,1000349,1136367,60110,669.2945431,53451,58,6.65,7.13,100,NA
2025-2026,April,05,BIHAR,0523,PURNIA,660458,2493.99951900387,11,1,0,823,34,30548,19917,1018,41308,166,8335,0,496.7298842,1729,1944,237467,316600,0,633979,860271,31371,496.7298842,9711,83,38.64,44.87,100,NA
2025-2026,April,05,BIHAR,0524,KATIHAR,1096498,2588.17650206147,11,2,0,480,35,33516,21344,2412,49924,434,18646,0,552.4203926,1806,1964,297291,381552,0,662481,884455,33996,552.4203926,13222,75,44.01,51.35,100,NA
2025-2026,April,05,BIHAR,0542,KISHANGANJ,850285,462.241378216314,7,6,0.1424,372,8,17668,31519,823,20740,115,6988,0,145.83626,3960,4345,188359,224604,0,362642,463794,18040,145.69386,23802,64,4.75,4.47,100,NA
2025-2026,April,05,BIHAR,0546,LAKHISARAI,606634,3345.93937117903,9,0,0,228,32,8523,3435,223,22479,74,2570,0,114.9330174,351,367,107558,127539,0,226728,272237,8751,114.9330174,2212,62,4.31,5.17,100,NA
2025-2026,April,05,BIHAR,0548,BUXAR ,730603,885.834532214844,12,1,3.74856,621,37,13751,17166,1882,39440,386,5158,0,155.8109158,1353,1484,136503,148600,0,323796,350640,14372,152.0623558,9110,63,9.89,9.75,100,NA
2025-2026,April,05,BIHAR,0550,JAMUI,1092882,931.151996365525,13,0,0,900,59,19347,7704,497,71241,176,16966,0,71.7359498,591,656,236831,315596,0,446926,609376,20247,71.7359498,4362,61,59.43,51.75,100,NA
2025-2026,April,05,BIHAR,0504,ROHTAS,903800,51539.1136125654,1,1,0,142,80,17367,382,22,63048,0,4665,0,196.879414,304,315,189358,235134,0,442606,555948,17509,196.879414,155,36,12.69,6.34,100,NA
2025-2026,April,05,BIHAR,0505,AURANAGABAD,1211590,6744405.51333333,3,0,6.7342,272,34,20487,6,0,96983,4,2609,0,411.3985308,2,2,232761,293411,0,542669,692880,20759,404.6643308,4,32,0,0,0,NA
2025-2026,April,05,BIHAR,0508,NAWADA,1083462,124367.289898305,1,0,0,45,43,23167,295,44,90274,0,2795,0,366.8835052,223,224,286582,300676,0,641774,669985,23212,366.8835052,236,49,91.79,0,100,NA
2025-2026,April,05,BIHAR,0519,DARBHANGA,1054989,839073.906712329,1,0,0,424,153,33830,73,6,67285,0,912,0,612.5239519,71,73,294361,333378,0,856202,950490,34254,612.5239519,57,65,0,0,100,NA
2025-2026,April,05,BIHAR,0525,KHAGARIA,279740,128057.555098039,1,0,1.19904,126,36,13677,51,0,19473,0,409,0,66.5083931,36,36,90905,100845,0,346841,420031,13803,65.3093531,43,78,0,0,0,NA
2025-2026,April,05,BIHAR,0541,ARARIA,820034,8456.56256913183,1,3,0,612,58,27371,3110,96,47152,26,4559,0.76,263.7590959,2420,2807,254895,341465,0,685905,942148,27983,262.9990959,2127,64,51.17,0,100,NA
2025-2026,April,05,BIHAR,0545,BANKA ,654745,153269.144482759,1,0,1.10331,241,62,18111,58,3,35087,0,11030,0,89.9994138,38,38,153352,201342,0,496932,633053,18352,88.8961038,37,64,0,34.48,100,NA
2025-2026,April,05,BIHAR,0551,ARWAL,277864,52330.6102424243,1,1,0,201,7,6777,165,4,14022,0,568,0,86.3455069,137,165,79627,92023,0,179324,205581,6978,86.3455069,92,52,0,0,100,NA
2025-2026,April,05,BIHAR,0503,BHOJPUR,538704,954268.618333334,1,0,0.42124,444,58,23267,18,0,40450,0,2161,0,172.1895913,18,18,164022,186486,0,592719,831969,23711,171.7683513,11,72,0,0,100,NA
2025-2026,April,05,BIHAR,0507,GAYA,1693541,361386.878680203,1,2,0,195,67,47983,197,25,159720,0,3866,0,711.932151000001,193,197,425399,473363,0,1044833,1329627,48178,711.932151000001,158,30,0,0,100,NA
2025-2026,April,05,BIHAR,0509,SARAN,1032347,8383.30837004405,1,0,0,21,290,29763,454,7,37652,1,4370,0,38.06022,454,454,264321,267967,0,678394,706178,29784,38.06022,309,68,0,0,0,NA
2025-2026,April,05,BIHAR,0511,GOPALGANJ,600651,72698.4495675675,2,0,0,86,81,15737,185,40,20275,0,5960,0,134.4921317,92,93,114652,136492,0,316115,370906,15823,134.4921317,124,32,99.45,0,100,NA
2025-2026,April,05,BIHAR,0515,MUZAFFARPUR,1366076,0,0,0,0,111,191,29847,0,0,67689,0,3973,0,417.6395603,0,0,293864,369489,0,867074,1118009,29958,417.6395603,0,64,0,0,0,NA
2025-2026,April,05,BIHAR,0519,DARBHANGA,1054989,665655.67,1,0,0,235,175,33968,73,6,67087,0,911,0,485.9286391,71,73,293605,332583,0,854992,949163,34203,485.9286391,57,65,0,0,100,NA
2025-2026,April,05,BIHAR,0520,MADHUBANI,840468,674025.243928571,1,0,0.1166,140,193,40869,28,0,58093,0,994,0,188.8436683,28,28,254547,315697,0,983072,1338921,41009,188.7270683,24,80,0,0,100,NA
2025-2026,April,05,BIHAR,0521,SAHARSA,1729309,0,0,0,3.76252,274,44,23250,0,0,49085,0,967,0,276.4696354,0,0,270829,336242,0,495542,615081,23524,272.7071154,0,84,0,0,0,NA
2025-2026,April,05,BIHAR,0525,KHAGARIA,279740,0,0,0,1.19904,101,37,13701,0,0,19468,0,409,0,63.6716139,0,0,90867,100806,0,346571,419748,13802,62.4725739,0,78,0,0,0,NA
2025-2026,April,05,BIHAR,0545,BANKA ,654745,195107.435714286,1,0,1.10331,208,66,18135,42,3,35092,0,11030,0,83.048433,32,32,153398,201380,0,496517,632499,18343,81.945123,21,64,0,47.62,100,NA
2025-2026,April,05,BIHAR,0507,GAYA,1693541,470554.715555556,1,0,0,149,96,47957,126,13,159460,0,3858,0,592.898941600001,125,126,424599,472366,0,1044160,1328732,48106,592.898941600001,98,30,0,0,100,NA
2025-2026,April,05,BIHAR,0508,NAWADA,1083462,457690.517209302,1,0,0,33,84,22861,43,6,89853,0,2795,0,196.8069224,36,37,285413,299465,0,641240,669444,22894,196.8069224,37,49,0,0,100,NA
2025-2026,April,05,BIHAR,0518,SAMASTIPUR,1430898,15061.0697742239,1,7,0,1120,136,54498,2126,195,104197,2,1806,0,320.1983434,1752,1840,379700,431470,0,990016,1124673,55618,320.1983434,1392,55,0,0.09,100,NA
2025-2026,April,05,BIHAR,0519,DARBHANGA,1054989,821790.231346154,1,0,0,226,186,33940,52,3,66953,0,908,0,427.3309203,50,52,293223,332179,0,853791,947919,34166,427.3309203,44,65,0,0,100,NA
2025-2026,April,05,BIHAR,0522,MADHEPURA,566513,0,0,0,0,384,97,21188,0,0,49669,0,2447,0,92.8993303,0,0,167775,225237,0,467477,648774,21572,92.8993303,0,79,0,0,0,NA
2025-2026,April,05,BIHAR,0541,ARARIA,820034,16227.7682755776,1,0,0,435,107,25806,1212,31,47003,6,4539,0,196.6805515,985,1092,253530,339303,0,684812,940344,26241,196.6805515,828,62,0,0,100,NA
2025-2026,April,05,BIHAR,0546,LAKHISARAI,606634,0,0,0,0,124,54,8522,0,0,22395,0,2562,0.03,41.4679381,0,0,107458,127235,0,223134,267325,8646,41.4379381,0,63,0,0,0,NA
2025-2026,April,05,BIHAR,0548,BUXAR ,730603,0,0,0,3.74856,35,92,13246,0,0,39349,0,5162,0,49.30302,0,0,135867,147699,0,319641,345688,13281,45.55446,0,60,0,0,0,NA
2025-2026,April,05,BIHAR,0549,KAIMUR (BHABUA),630354,0,0,0,0,80,65,11197,0,0,54203,0,10268,2.14448,106.8093139,0,0,142738,187884,0,318981,411411,11277,104.6648339,0,29,0,0,0,NA
2025-2026,April,05,BIHAR,0504,ROHTAS,903800,14051.5562151215,2,1,0,216,46,17593,2222,392,63244,18,4665,0,312.2255791,791,857,189924,235927,0,444220,558272,17809,312.2255791,851,37,4.09,16.25,100,NA
2025-2026,April,05,BIHAR,0505,AURANAGABAD,1211590,242181.596966825,3,0,6.7342,322,21,20458,211,34,97024,8,2619,0,517.7373696,59,59,232920,293694,0,543831,694853,20780,511.0031696,136,32,0,0,100,NA
2025-2026,April,05,BIHAR,0517,BEGUSARAI,505498,32865.2523582358,3,0,1.85073,616,57,28715,1111,55,27415,0,311,0,366.9836837,280,282,152064,190085,0,569596,719517,29331,365.1329537,572,73,49.53,0.09,100,NA
2025-2026,April,05,BIHAR,0518,SAMASTIPUR,1430898,11168.712417787,1,13,0,1491,73,56233,4835,407,104384,2,1817,0,540.0072454,3799,3949,381434,433463,0,994002,1129140,57724,540.0072454,3303,56,0,0.03,100,NA
2025-2026,April,05,BIHAR,0522,MADHEPURA,566513,0,0,0,0,482,66,21207,0,0,49633,0,2445,0,151.0844403,0,0,167729,225226,0,469652,651755,21689,151.0844403,0,79,0,0,0,NA
2025-2026,April,05,BIHAR,0545,BANKA ,654745,7451.64757984386,4,0,1.10331,370,52,18138,1409,106,34986,166,11002,0,106.0970244,297,337,153208,201186,0,498447,634867,18508,104.9937144,866,64,0.99,56.37,100,NA
2025-2026,April,05,BIHAR,0513,PURBI CHAMPARAN,1594450,830.831639648059,8,20,0,1829,42,52547,126271,15748,92819,1247,9038,0,1049.0994197,15121,15601,422165,512983,0,1165249,1476071,54376,1049.0994197,82651,59,23.91,25.46,100,NA
2025-2026,April,05,BIHAR,0523,PURNIA,660458,1180.02328538112,12,3,0,912,32,30492,43307,3300,41336,290,8335,0,511.0326842,3351,3682,237551,316761,0,634465,861204,31404,511.0326842,23342,83,38.14,44.88,100,NA
2025-2026,April,05,BIHAR,0502,NALANDA,1612144,1397.81312904423,9,9,0,1887,12,25094,37708,6429,87468,29,800,0,527.0873747,3960,4217,260122,317222,0,574581,784676,26981,527.0873747,24120,33,8.91,11.85,100,NA
2025-2026,April,05,BIHAR,0507,GAYA,1693541,1279.85944392268,9,8,0,902,16,49989,137355,31066,160484,1813,3900,0,1757.9509392,14055,14538,428468,477213,0,1055587,1343268,50891,1757.9509392,79448,33,40.86,67.55,100,NA
2025-2026,April,05,BIHAR,0509,SARAN,1032347,274.979111795377,12,8,0,976,19,36269,247792,21547,37930,2384,4394,0,681.3762407,19776,19816,269475,273262,0,685966,713879,37245,681.3762407,166994,74,26.35,43.86,100,NA
2025-2026,April,05,BIHAR,0512,PASHCHIM CHAMPARAN,909891,1029.07436821316,11,8,0,960,28,32104,76711,4599,34201,4654,27669,0,789.4132386,6791,7422,265006,341026,0,777919,979004,33064,789.4132386,44377,47,27.57,31.19,100,NA
2025-2026,April,05,BIHAR,0513,PURBI CHAMPARAN,1594450,628.35990481266,9,19,0,2268,36,53232,189521,22910,92847,1548,9041,0,1190.8739752,19551,20214,422655,513678,0,1167290,1479040,55500,1190.8739752,123555,60,26.31,29.23,100,NA
2025-2026,April,05,BIHAR,0515,MUZAFFARPUR,1366076,4003.48195573497,10,1,0,760,80,29634,21552,6565,67878,101,3980,0,862.830431100002,2010,2136,294676,370679,0,879512,1133787,30394,862.830431100002,11471,65,52.24,67.37,100,NA
2025-2026,April,05,BIHAR,0516,VAISHALI,1117361,881.79721574085,13,2,0,2827,69,37228,33772,3986,58467,14,1689,0,297.8005557,2587,2679,248539,260007,0,778737,806317,40055,297.8005557,21192,82,51.96,32.87,100,NA
2025-2026,April,05,BIHAR,0521,SAHARSA,1729309,2714.26886815091,12,1,3.76252,490,19,23212,22503,908,49078,70,966,0,614.5544434,1838,1991,271131,336778,0,501932,624132,23702,610.7919234,13998,84,33.9,41.33,100,NA
2025-2026,April,05,BIHAR,0541,ARARIA,820034,444.101357605702,12,14,0,2278,10,30656,123460,6906,47204,605,4555,0,548.2875361,10117,11824,256524,344119,0,698655,960811,32934,548.2875361,77712,69,14.13,14.57,100,NA
2025-2026,April,05,BIHAR,0502,NALANDA,1612144,887.820644355644,11,16,0,1941,10,25245,66066,10965,87503,44,800,0,586.5475869,5909,6224,260433,317642,0,575849,786776,27186,586.5475869,40182,34,13.26,30.32,100,NA
2025-2026,April,05,BIHAR,0503,BHOJPUR,538704,516.068385483835,11,9,0.42124,1374,15,25054,88398,13470,40712,241,2178,0,456.6153714,7798,8202,166539,189349,0,606173,846051,26428,456.1941314,42480,74,45.54,59.57,100,NA
2025-2026,April,05,BIHAR,0509,SARAN,1032347,161.993072679191,12,25,0,1013,17,36052,486673,53778,38032,6574,4419,0,788.3765466,38171,38257,270536,274339,0,687999,715943,37065,788.3765466,304313,74,30.04,63.1,100,NA
2025-2026,April,05,BIHAR,0514,SITAMARHI,955841,922.319346966355,11,2,0,1023,52,35757,50319,6997,86291,284,2661,0,464.1018722,4253,4434,251649,304005,0,764274,949960,36780,464.1018722,29863,73,53.46,45.51,100,NA
2025-2026,April,05,BIHAR,0515,MUZAFFARPUR,1366076,937.402611166521,14,2,0,807,73,29691,106282,21402,67934,507,3981,0,996.290243200001,7344,7957,294887,370964,0,881746,1136638,30498,996.290243200001,57890,65,61.91,65.88,100,NA
2025-2026,April,05,BIHAR,0517,BEGUSARAI,505498,588.596078370173,10,5,1.85073,1089,43,30207,105729,8050,27515,145,312,0,624.1674777,9745,10143,154232,192958,0,578890,731414,31296,622.3167477,68248,75,26.5,32.44,100,NA
2025-2026,April,05,BIHAR,0526,MUNGER,763620,317.916917822413,12,101,0,538,8,12678,130291,16062,17657,7254,3952,0,414.2171314,10443,10955,126657,148568,0,238056,279306,13216,414.2171314,68570,51,53.84,72.32,100,NA
2025-2026,April,05,BIHAR,0543,SHEOHAR,184334,556.470508500381,14,0,0.06195,234,2,9732,19705,2106,13495,8,78,0,109.7144637,1337,1548,63263,89246,0,155541,207859,9966,109.6525137,11371,66,16.14,21.97,100,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,415.741991709817,12,35,0,1348,20,26874,227498,26769,41276,901,1111,0,945.804716299999,17988,18562,202603,224866,0,723084,796208,28222,945.804716299999,123177,53,39.02,56.08,100,NA
2025-2026,May,05,BIHAR,0502,NALANDA,3495268,303.41709135848,14,40,0,2075,7,26659,368581,78317,87864,1438,811,0,1118.3377495,25381,27283,261994,319820,0,580895,794768,28734,1118.3377495,205906,36,33.42,60.1,100,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,303.418274790142,13,57,0,846,17,18983,439106,85533,63999,5222,4736,0.18404,1332.5118897,33380,35702,192735,239740,0,457482,576526,19829,1332.3278497,195777,41,58.97,77.54,100,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,418.541539413104,11,44,0,1147,12,51551,761498,173481,161238,6385,3920,0,3187.1854518,64009,65908,431683,480888,0,1066339,1356332,52698,3187.1854518,424906,35,54.16,82.54,100,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,384.251973116821,14,13,0,1146,31,38533,239555,50124,86753,1374,2682,0,920.4948142,16558,17605,254295,307516,0,779677,968924,39679,920.4948142,144909,75,46.57,51.46,100,NA
2025-2026,May,05,BIHAR,0515,MUZAFFARPUR,3205366,415.208133092863,16,16,0,900,53,29900,450783,76248,68357,3325,4006,0,1871.6876786,26909,31321,296226,372778,0,893328,1150564,30800,1871.6876786,241121,65,57.49,61.96,100,NA
2025-2026,May,05,BIHAR,0520,MADHUBANI,1861087,311.259980196491,13,43,0.1166,1132,22,46591,336809,39669,58546,1008,1012,0,1048.4682267,24077,25817,261003,324265,0,1043258,1410015,47723,1048.3516267,232088,83,21.7,38.49,100.03,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,308.311534511656,14,12,0,691,16,25271,196890,29693,49913,1640,2470,0,607.0345803,13910,15342,170940,229822,0,487705,676497,25962,607.0345803,115172,83,33.76,46.52,100,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,344.707806142714,14,31,0,2564,7,31014,279453,21555,47275,1646,4565,0,963.296305499999,19413,22532,257459,345491,0,718427,988004,33578,963.296305499999,175665,70,16.11,18.21,100,NA
2025-2026,May,05,BIHAR,0544,SUPAUL,1273007,358.657677412335,15,9,1.39547,511,10,22028,238949,30678,63952,1244,1633,0,858.4044036,15067,18211,169109,251584,0,527436,782825,22539,857.0089336,146809,77,17.95,29.36,100,NA
2025-2026,May,05,BIHAR,0549,KAIMUR (BHABUA),1427031,307.808642568078,13,154,0,334,4,12676,262422,67693,54716,9632,10292,0,807.757596,19390,21194,144635,190467,0,325962,420356,13010,807.757596,125033,37,66.69,80.74,100.03,NA
2025-2026,May,05,BIHAR,0551,ARWAL,681179,404.79097629401,13,18,0,461,1,7318,106935,11331,14219,568,575,0,432.8632305,7878,8477,80536,93237,0,184516,211522,7779,432.8632305,56620,56,47.9,55.28,100,NA
2025-2026,April,05,BIHAR,0508,NAWADA,1083462,312.370609081937,13,150,0,867,7,24597,384037,112155,91288,2226,2813,0,1199.618716,29022,29537,290440,304770,0,652998,681432,25464,1199.618716,220501,53,36.56,55.43,100,NA
2025-2026,April,05,BIHAR,0509,SARAN,1032347,317.992860118792,12,39,0,1097,13,35957,593811,71370,38189,8864,4438,0,1888.2765826,46702,46803,271070,274889,0,696978,725093,37054,1888.2765826,363617,74,32.39,66.91,100,NA
2025-2026,April,05,BIHAR,0512,PASHCHIM CHAMPARAN,909891,471.290185523057,13,22,0,1158,17,33050,266921,22062,34343,11965,27754,0,1257.9724761,19170,21580,266662,343327,0,794984,999493,34208,1257.9724761,145273,49,37.38,44.48,100.01,NA
2025-2026,April,05,BIHAR,0514,SITAMARHI,955841,395.086216765057,14,11,0,1112,35,38406,222582,46976,86720,1366,2683,0,879.390803,15530,16466,254133,307293,0,777660,966543,39518,879.390803,134666,75,47.1,51.63,100,NA
2025-2026,April,05,BIHAR,0519,DARBHANGA,1054989,557.05585894237,12,152,0.0189,1325,42,35069,281346,49793,67821,1654,929,0,1567.2732769,22193,22928,297945,337297,0,894019,990082,36394,1567.2543769,178594,66,29.43,41.91,100,NA
2025-2026,April,05,BIHAR,0520,MADHUBANI,840468,321.586622163323,13,41,0.1166,1126,27,46226,304097,36927,58516,823,1011,0,978.0518704,21939,23454,260638,323776,0,1039727,1405958,47352,977.9352704,210151,83,22.3,39.56,100.03,NA
2025-2026,April,05,BIHAR,0522,MADHEPURA,566513,316.765111100224,14,11,0,685,16,25179,183708,27872,49895,1546,2467,0,581.9228503,13114,14474,170866,229711,0,486480,674948,25864,581.9228503,107935,83,33.24,46.49,100,NA
2025-2026,April,05,BIHAR,0545,BANKA ,654745,293.695769496865,13,9,1.10331,1245,3,20901,135868,13372,35118,2100,11037,0,400.1418781,9924,10589,155677,204602,0,511357,650251,22146,399.0385681,84091,69,31.7,35.29,100,NA
2025-2026,April,05,BIHAR,0502,NALANDA,1612144,336.852862874016,14,36,0,2066,7,26249,271947,57903,87762,1137,809,0,916.061255,19102,20490,261536,319189,0,579259,792323,28315,916.061255,153683,35,29.23,55.43,100,NA
2025-2026,April,05,BIHAR,0506,JEHANABAD,828908,255.104945962535,16,47,0.02065,547,8,8046,257414,83621,41191,1228,1015,0,656.696495599999,15212,17831,97520,130875,0,224904,302320,8593,656.675845599999,134966,48,33.42,86.82,100,NA
2025-2026,April,05,BIHAR,0510,SIWAN,711551,292.277427456035,13,43,0,1020,17,26326,296372,42402,34468,21292,12595,0.00325,866.2317073,22381,22724,166114,181413,0,454958,533116,27346,866.2284573,192494,81,38.55,50.71,100,NA
2025-2026,April,05,BIHAR,0511,GOPALGANJ,600651,336.513204799886,13,18,0,762,7,17519,224922,27050,20551,9604,6057,0,756.8922305,16698,17463,117114,139776,0,331397,389205,18281,756.8922305,126747,41,39.54,59.52,100,NA
2025-2026,April,05,BIHAR,0514,SITAMARHI,955841,417.79181821067,14,8,0,1094,40,37886,189054,42391,86643,1217,2682,0,789.852144,13425,14215,253685,306750,0,774186,962456,38980,789.852144,113256,75,49.61,54.69,100,NA
2025-2026,April,05,BIHAR,0516,VAISHALI,1117361,347.180540722713,14,12,0,3047,44,40749,167646,25937,58674,1339,1705,0,582.0342893,11602,11976,251877,263531,0,794306,822225,43796,582.0342893,103786,84,52.02,46.77,100,NA
2025-2026,April,05,BIHAR,0544,SUPAUL,591704,380.223983518269,14,9,1.39547,504,10,21777,199979,25553,63909,1118,1629,0,761.76359,13437,16366,168868,251141,0,522626,775725,22281,760.36812,123877,76,17.19,28.77,100,NA
2025-2026,April,05,BIHAR,0546,LAKHISARAI,606634,266.197414065989,12,13,0,438,9,9324,288739,47015,22948,2202,2589,0,768.615751399996,22268,23933,109846,130316,0,231497,278094,9762,768.615751399996,152473,65,46.26,67.09,100,NA
2025-2026,April,05,BIHAR,0548,BUXAR ,730603,410.334780074908,14,4,3.74856,778,8,15219,73957,10248,39585,1459,5174,0,307.2198533,5173,5657,137657,150101,0,328853,356349,15997,303.4712933,38896,66,17.93,21.12,100,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,409.923481068967,12,35,0,1375,18,26922,238286,28030,41285,901,1111,0,976.790266099999,18801,19417,202694,224961,0,723251,796378,28297,976.790266099999,129020,53,39.6,57.38,100.33,NA
2025-2026,May,05,BIHAR,0505,AURANAGABAD,2687566,425.036170298499,14,40,6.7342,1504,2,24648,282915,58951,97840,2393,2672,0,1209.2252812,19344,20821,236699,299298,0,557775,715892,26152,1202.4910812,155020,45,33.6,52.94,100,NA
2025-2026,May,05,BIHAR,0510,SIWAN,1494891,292.075274259889,13,48,0,1130,12,26792,344509,48725,34569,23049,12617,0.00325,1006.2288566,24948,25358,166629,181987,0,457515,535756,27922,1006.2256066,225415,82,36.94,49.27,100,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,447.885010863157,13,27,0,1219,13,33205,307001,27383,34387,15894,27827,0,1375.0114622,22077,24642,266959,343723,0,797860,1002792,34424,1375.0114622,167572,49,43.32,48.83,100.01,NA
2025-2026,May,05,BIHAR,0514,SITAMARHI,2130293,378.802226796407,14,13,0,1179,31,38878,253840,53462,86776,1404,2682,0,961.5515725,17416,18552,254579,307906,0,779812,969061,40057,961.5515725,153685,75,45.29,50.93,100,NA
2025-2026,May,05,BIHAR,0518,SAMASTIPUR,3038760,356.695554261358,12,64,0,3832,40,60628,433559,63201,104995,1490,1844,0,1546.4856781,34049,35252,387284,440213,0,1019488,1157683,64460,1546.4856781,285708,61,18.25,22.1,100,NA
2025-2026,May,05,BIHAR,0521,SAHARSA,4491651,307.343679753374,13,13,3.76252,548,4,24773,435964,52273,49679,736,972,0,1343.67032,32552,36234,273776,340291,0,511951,638434,25321,1339.9078,249063,85,26.61,81.89,100,NA
2025-2026,May,05,BIHAR,0524,KATIHAR,2558492,325.816203713715,15,38,0,822,9,35641,527181,67412,50331,29676,18862,0,1717.6411209,34974,40069,300117,386019,0,678671,910001,36463,1717.6411209,322410,76,56.96,66.57,100,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,235.807722737024,12,163,0,622,5,13426,337023,34601,17816,9907,3977,0,794.726261399999,26351,28246,128320,150602,0,242113,284134,14048,794.726261399999,175671,53,56.79,69.96,100,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,333.992708597645,14,32,0,2612,7,31003,291638,22601,47281,1799,4565,0,974.049655499999,19813,23038,257492,345539,0,718488,988086,33615,974.049655499999,183111,70,16.02,18.04,100,NA
2025-2026,April,05,BIHAR,0502,NALANDA,1612144,528.21770338983,13,25,0,2010,10,25866,136880,29959,87589,138,806,0,723.0243924,10467,11205,260989,318359,0,577116,788832,27876,723.0243924,77848,35,23,51.06,100,NA
2025-2026,April,05,BIHAR,0503,BHOJPUR,538704,402.968109876147,12,12,0.42124,1392,8,26308,158979,23036,40825,1080,2195,0,641.0559114,12704,13260,167758,190726,0,608038,848000,27700,640.6346714,76282,75,49.37,64.03,100,NA
2025-2026,April,05,BIHAR,0506,JEHANABAD,828908,270.090288873256,16,44,0.02065,539,10,7668,180529,61978,40928,1012,1010,0,487.6119476,10680,12564,96820,129998,0,222862,299693,8207,487.5912976,94932,50,28.72,84.32,100,NA
2025-2026,April,05,BIHAR,0507,GAYA,1693541,594.346683473208,11,19,0,933,14,50593,402026,89841,160833,4329,3906,0,2389.4281977,35067,36132,429947,478898,0,1059809,1348551,51526,2389.4281977,227897,34,47.75,79.64,100,NA
2025-2026,April,05,BIHAR,0511,GOPALGANJ,600651,345.492747004523,13,11,0,702,9,17054,178853,21868,20487,7270,6030,0,617.9241428,13500,14076,116609,139091,0,327283,384362,17756,617.9241428,98431,39,40.66,59.85,100,NA
2025-2026,April,05,BIHAR,0550,JAMUI,1092882,292.989874401914,13,3,0,1111,15,20429,70224,8818,71330,1001,16992,0,205.7492094,5024,5546,237554,316631,0,449351,612989,21540,205.7492094,40581,64,38.85,46.46,100,NA
2025-2026,April,05,BIHAR,0503,BHOJPUR,538704,382.179048023843,12,15,0.42124,1428,6,26782,195278,28489,40864,1576,2209,0,746.7328414,15140,15783,168209,191211,0,610200,850215,28210,746.3116014,93715,75,47.88,62.41,100,NA
2025-2026,April,05,BIHAR,0506,JEHANABAD,828908,275.210338111958,16,45,0.02065,546,9,7677,219868,72592,41036,1028,1012,0,605.120116199999,13003,15329,97136,130403,0,224077,301211,8223,605.099466199999,115156,50,30.83,85.94,100,NA
2025-2026,April,05,BIHAR,0508,NAWADA,1083462,403.124387071127,12,139,0,842,9,24452,254067,73409,90986,1233,2807,0,1024.2060365,20075,20420,289511,303828,0,650758,679190,25294,1024.2060365,148053,53,36.29,53.13,100,NA
2025-2026,April,05,BIHAR,0526,MUNGER,763620,288.772583592602,12,148,0,595,6,13145,203457,21888,17689,8249,3961,0,587.528035399999,16024,16958,127322,149406,0,239882,281577,13740,587.528035399999,108349,52,53.49,70.89,100,NA
2025-2026,April,05,BIHAR,0543,SHEOHAR,184334,397.100660061727,15,0,0.06195,263,0,10055,38557,3743,13507,8,78,0,153.1720515,2464,2902,63458,89553,0,157047,209745,10318,153.1101015,21404,67,27.2,33.3,100,NA
2025-2026,April,05,BIHAR,0545,BANKA ,654745,297.699735714086,14,6,1.10331,1157,4,20617,107081,8330,35071,1470,11016,0,319.883164,7641,8158,155304,204098,0,508408,646848,21774,318.779854,68522,69,20.69,23.97,100,NA
2025-2026,April,05,BIHAR,0547,Sheikhpura ,258426,336.563965351299,11,20,0,191,5,6024,38443,3513,13752,377,286,0,129.3852852,3298,3375,57527,64220,0,138949,151481,6215,129.3852852,23440,47,13.12,25.36,100.02,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,346.881173217643,13,43,0,1955,15,27258,333996,39467,41378,1189,1114,0,1158.5692433,24692,25436,203639,226044,0,724415,797644,29213,1158.5692433,181389,54,39.77,58.29,100.83,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,319.422063970039,13,24,0.42124,1653,2,28664,395185,62565,41143,2814,2231,0,1262.7293235,28501,29779,170800,193983,0,616395,856602,30317,1262.3080835,189698,77,43.98,67.44,100,NA
